,id,title,release_date,overview,popularity,vote_average,vote_count
1658,188222,Entourage,2015-06-03,"Movie star Vincent Chase, together with his boys, Eric, Turtle and Johnny, are back…and back in business with super agent-turned-studio head Ari Gold. Some of their ambitions have changed, but the bond between them remains strong as they navigate the capricious and often cutthroat world of Hollywood.",18.763,6.2,844
1659,168530,Ride Along,2014-01-07,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",25.681,6.2,1880
1660,694234,Under the Riccione Sun,2020-07-01,"While vacationing on the crowded beaches of Riccione, a group of teenagers becomes fast friends as they grapple with relationship issues and romance.",9.529,6.2,457
1661,177221,The Battery,2012-10-13,"In rural Connecticut, baseball players Ben and Mickey are trying to survive a zombie plague. They are forced to form a battery: a catcher and a pitcher who work together to outwit the batter, the one who hits the ball. And the batter in this case just happens to be a zombie. Tough Ben and gentle Mickey frequently disagree on the best way to go about the situation. Then they suddenly hear a human voice through their walkie-talkies. Is salvation nearby, like Mickey thinks, or is Ben’s suspicion justified?",9.022,6.2,201
1662,12707,Orca,1977-07-22,"After witnessing the killing of his mate and offspring at Captain Nolan's hands, a vengeful killer whale goes on a rampage in the fisherman's Newfoundland harbor. Under pressure from the villagers, Nolan, Rachel and Umilak sail after the great beast, who will meet them on its own turf.",23.574,6.2,290
1663,2320,Executive Decision,1996-03-15,"Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant (Kurt Russell) suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers.",19.775,6.2,693
1664,260346,Taken 3,2014-12-16,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",171.378,6.2,4843
1665,11169,Spartan,2004-03-12,"U.S. government agent Scott is assigned to rescue the daughter of a high-ranking government official. As willing as he is to bend the rules to get things done, though, Scott is shocked to find that others are willing to go even further to protect a political career.",12.57,6.2,276
1666,10070,Feast,2005-10-14,"Trapped in a remote tavern, a group of strangers must band together for survival. Outside the bar, a horde of ravenous, flesh-eating monsters are trying to break in and dine on the frightened humans inside.",15.491,6.2,397
1667,4787,Cassandra's Dream,2007-06-18,"The tale of two brothers with serious financial woes. When a third party proposes they turn to crime, things go bad and the two become enemies.",11.157,6.2,616
1668,721625,Songbird,2020-12-10,"During a pandemic lockdown, Nico, a young man with rare immunity, must overcome martial law, murderous vigilantes and a powerful family to reunite with his love, Sara.",59.315,6.2,523
1669,259694,How to Be Single,2016-01-21,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.",35.243,6.2,2827
1670,22907,Takers,2010-08-26,"A seasoned team of bank robbers, including Gordon Jennings, John Rahway, A.J., and brothers Jake and Jesse Attica successfully complete their latest heist and lead a life of luxury while planning their next job. When Ghost, a former member of their team, is released from prison he convinces the group to strike an armored car carrying $20 million. As the ""Takers"" carefully plot out their strategy and draw nearer to exacting the grand heist, a reckless police officer inches closer to apprehending the criminals.",26.0,6.2,1007
1671,13927,Tin Toy,1988-08-01,"Babies are hardly monster-like, unless you're a toy. After escaping a drooling baby, Tinny realizes that he wants to be played with after all. But in the amount of time it takes him to discover this, the baby's attention moves on to other things only an infant could find interesting.",10.247,6.2,336
1672,473149,Traffik,2018-04-20,"A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",39.658,6.2,384
1673,438259,Journey's End,2017-12-14,"Set in a dugout in Aisne in 1918, a group of British officers, led by the mentally disintegrating young officer Stanhope, variously await their fate.",14.683,6.2,219
1674,659067,Earth and Blood,2020-04-17,A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,19.594,6.2,263
1675,1537,Changing Lanes,2002-04-07,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",14.308,6.2,839
1676,169,Predator 2,1990-11-20,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.,58.952,6.2,2322
1677,10307,Stigmata,1999-09-10,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her.",39.284,6.2,825
1678,460885,Mandy,2018-09-13,"The Shadow Mountains, 1983. Red and Mandy lead a loving and peaceful existence; but when their pine-scented haven is savagely destroyed, Red is catapulted into a phantasmagoric journey filled with bloody vengeance and laced with fire.",29.229,6.2,1437
1679,209262,Parkland,2013-10-02,"November 22nd, 1963 was a day that changed the world forever — when young American President John F. Kennedy was assassinated in Dallas, Texas. This film follows, almost in real time, a handful of individuals forced to make split-second decisions after an event that would change their lives and forever alter the world’s landscape.",13.482,6.2,294
1680,11069,Tremors 2: Aftershocks,1996-04-09,"Those supersucking desert creatures are back --- and this time they're south of the border. As the creatures worm their way through the oil fields of Mexico, the only people who can wrangle them are veteran Earl Bassett and survivalist Burt Gummer. Add to that team a young punk out for cash and a fearless scientist, and the critters don't stand a chance.",30.794,6.2,712
1681,2332,Taxi 2,2000-03-25,A cabdriver and a cop race to Paris to rescue a love interest and the Japanese minister of defense from kidnappers.,26.581,6.2,1384
1682,514619,Nobody's Fool,2018-10-31,"A woman, who gets released from prison and reunites with her sister, discovers she is in an online relationship with a man who may be ""catfishing"" her.",19.871,6.2,246
1683,12103,Don't Say a Word,2001-09-28,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",15.31,6.2,715
